student_id,department,year,gender,attendance_percentage,classes_missed,mood_score,stress_score,sleep_hours,energy_level,gpa,assignments_pending,exam_days_left,study_hours,internal_marks,lab_performance,counselor_sentiment,counselor_visits,extracurricular_hours,financial_stress,social_support,risk_level
19590,CE,1,Male,45,27,4,9,8.4,8,9.41,6,20,8.6,82,72,Negative,7,9.4,3,2,High
19591,IT,3,Male,66,39,4,4,6.6,3,5.24,8,24,5.6,51,52,Positive,7,4.5,5,5,Medium
19592,ECE,4,Male,97,2,4,7,7.8,10,6.16,5,26,2.9,86,78,Neutral,1,4.5,2,5,Low
19593,CSE,2,Female,95,26,7,8,6.7,4,9.34,6,21,8.2,44,78,Neutral,6,2.0,4,4,Medium
19594,ME,2,Female,56,1,8,7,7.1,8,7.98,10,60,0.9,57,82,Negative,3,11.5,5,1,Medium
19595,EEE,1,Female,49,18,9,5,7.6,5,9.24,0,14,4.8,91,93,Positive,7,1.7,3,5,Low
19596,CSE,2,Female,84,32,9,1,8.5,4,5.0,10,34,0.4,93,97,Positive,0,8.4,1,5,Low
19597,CE,1,Female,50,4,6,2,6.5,5,5.6,0,38,3.1,80,99,Positive,3,7.5,2,1,Medium
19598,IT,1,Male,72,22,4,9,5.6,9,5.14,10,4,9.3,98,67,Neutral,5,9.7,3,1,Medium
19599,ECE,2,Male,79,7,2,5,7.7,9,8.77,9,6,8.9,78,92,Negative,3,11.5,4,3,Medium
19600,ME,1,Female,62,21,2,1,7.5,7,8.07,7,4,8.8,79,91,Positive,6,4.3,3,4,Medium
19601,ECE,3,Male,97,18,9,10,7.9,1,7.18,5,50,6.2,95,69,Positive,6,0.3,2,2,Low
19602,CE,4,Male,87,16,4,1,8.1,2,9.03,6,27,1.2,46,43,Positive,8,8.7,1,4,Low
19603,CSE,3,Female,41,19,4,2,3.8,9,8.97,10,38,1.0,45,45,Neutral,0,4.9,2,4,Medium
19604,CSE,4,Male,73,25,9,6,8.2,9,6.82,6,47,2.6,60,63,Negative,1,4.1,2,5,Low
19605,EEE,2,Female,81,29,5,8,4.9,6,9.31,0,17,6.8,66,59,Positive,1,8.7,4,1,Medium
19606,CE,2,Male,83,15,9,3,8.0,6,5.94,7,53,5.2,94,47,Negative,8,9.3,5,1,Medium
19607,CSE,4,Male,61,36,4,10,4.4,2,5.65,5,41,6.6,88,58,Negative,2,5.2,2,2,High
19608,ECE,4,Male,87,32,7,7,3.7,1,5.74,7,17,6.8,68,94,Neutral,5,9.1,4,5,Medium
19609,EEE,3,Female,91,19,5,6,4.6,9,8.8,4,14,0.5,85,67,Neutral,3,9.1,4,4,Low
19610,ME,2,Male,86,0,10,4,5.7,5,8.36,2,53,1.4,41,40,Negative,2,2.1,2,3,Low
19611,CSE,3,Female,65,23,6,3,5.0,6,9.28,6,13,6.1,42,54,Negative,8,10.3,4,4,Medium
19612,EEE,1,Female,73,22,3,7,8.8,8,6.96,9,44,6.9,80,93,Negative,8,6.2,2,5,Medium
19613,EEE,2,Male,65,4,8,5,6.5,6,6.25,10,46,4.8,82,99,Negative,0,2.2,5,1,High
19614,IT,2,Male,46,21,9,9,5.1,5,8.47,0,52,8.1,95,70,Neutral,8,4.6,1,3,Medium
19615,ME,2,Female,92,6,1,4,6.6,7,9.99,0,40,7.8,57,47,Negative,0,1.5,1,1,Medium
19616,ME,3,Female,97,30,10,10,5.1,5,9.98,10,20,5.0,52,74,Negative,0,7.9,3,3,Medium
19617,ECE,1,Male,61,8,2,6,4.7,5,9.42,5,33,8.6,64,98,Negative,8,8.4,4,3,High
19618,EEE,1,Female,99,38,1,6,4.4,6,8.56,0,9,3.1,43,65,Neutral,5,1.9,4,3,Medium
19619,EEE,4,Male,83,0,7,6,4.1,6,7.31,7,7,7.0,76,93,Positive,1,8.2,3,3,Low
19620,EEE,4,Female,50,8,3,8,6.4,6,9.23,5,57,9.6,72,91,Positive,3,3.3,5,2,High
19621,ME,1,Female,56,30,1,4,5.7,3,6.61,8,57,5.0,97,65,Positive,0,1.0,3,5,Medium
19622,IT,2,Female,47,32,2,7,7.0,1,5.18,0,60,7.8,99,82,Positive,0,4.6,1,5,Medium
19623,ME,1,Female,61,19,2,2,3.2,8,8.11,7,33,7.8,94,81,Neutral,5,2.5,2,2,Medium
19624,ECE,2,Female,60,16,8,6,3.0,8,5.02,9,55,2.8,68,53,Negative,8,2.1,5,3,High
19625,CE,3,Female,67,23,10,8,8.8,9,5.37,9,6,2.6,43,73,Positive,6,7.4,3,4,Medium
19626,CE,3,Female,59,3,4,5,7.3,8,8.22,8,10,2.7,58,71,Negative,0,1.3,3,5,Medium
19627,EEE,2,Female,85,24,3,1,6.7,2,8.95,3,14,0.1,83,99,Neutral,8,0.0,2,3,Low
19628,IT,1,Female,60,12,5,2,6.2,3,8.76,6,58,10.0,90,62,Negative,5,6.3,2,5,Medium
19629,CSE,1,Male,75,21,7,8,8.0,10,6.61,8,36,2.2,62,49,Neutral,6,4.3,5,4,Medium
19630,IT,2,Male,87,7,3,2,5.3,10,7.64,5,24,9.4,85,61,Positive,5,1.2,4,5,Low
19631,ECE,1,Male,74,10,4,5,3.9,8,5.72,4,4,3.8,50,84,Neutral,8,11.2,3,2,Medium
19632,IT,2,Male,66,15,10,3,7.3,4,9.35,5,55,1.3,73,95,Positive,6,2.8,1,2,Low
19633,ME,3,Female,70,38,2,2,3.6,6,8.76,0,14,2.8,93,87,Negative,3,7.7,2,4,Medium
19634,ECE,4,Male,76,21,8,10,6.2,8,7.87,7,21,0.1,95,52,Negative,6,11.8,2,4,Medium
19635,CSE,3,Female,47,6,4,7,4.5,1,9.81,8,4,6.6,61,53,Neutral,3,9.4,5,1,Medium
19636,CSE,3,Male,82,11,2,1,4.2,1,6.09,2,0,7.8,87,63,Negative,5,11.4,2,1,High
19637,IT,3,Female,98,37,5,2,3.7,7,5.78,6,3,7.9,74,93,Positive,1,4.3,4,2,Medium
19638,ECE,3,Male,58,33,6,1,4.5,3,9.52,9,26,4.2,45,83,Positive,5,6.7,5,2,Medium
19639,CE,3,Male,85,15,2,8,5.4,2,6.04,6,49,2.9,47,73,Negative,3,9.9,4,2,High
19640,CSE,4,Male,41,25,8,5,4.8,2,8.62,6,33,2.3,93,58,Positive,4,2.6,5,2,Medium
19641,ME,3,Male,55,16,7,7,7.8,5,8.23,8,43,4.7,46,63,Positive,0,1.5,4,5,Medium
19642,CE,2,Male,79,39,6,9,5.8,2,8.65,10,53,3.0,85,83,Neutral,5,11.1,1,4,Low
19643,IT,4,Female,58,14,9,7,6.4,8,7.36,10,48,9.2,52,93,Positive,0,1.6,3,3,Low
19644,IT,4,Male,61,28,6,1,6.1,6,9.97,2,13,6.2,79,66,Positive,0,3.1,1,1,Low
19645,IT,1,Male,70,15,1,9,4.5,8,7.2,3,33,5.3,68,66,Positive,7,1.4,2,2,Medium
19646,IT,1,Male,51,2,9,8,3.5,5,7.18,6,9,5.7,87,57,Negative,0,4.1,3,2,High
19647,CE,1,Male,82,2,4,8,4.1,5,6.45,3,4,6.7,53,64,Neutral,8,4.7,3,3,Medium
19648,ECE,4,Male,49,5,6,7,6.1,10,5.65,7,60,4.4,64,56,Neutral,6,3.4,4,2,Medium
19649,ECE,4,Female,44,34,5,9,7.8,3,6.0,6,8,3.1,42,94,Neutral,5,5.1,2,2,High
19650,CE,1,Male,92,12,3,4,3.9,3,9.72,3,46,2.0,78,65,Negative,1,8.8,3,3,Medium
19651,ECE,1,Female,50,6,1,9,6.2,9,5.88,0,16,1.6,81,66,Positive,6,9.3,2,2,High
19652,IT,3,Male,77,34,1,10,3.7,5,9.4,6,56,4.0,94,89,Neutral,1,11.4,1,1,Medium
19653,ME,4,Male,62,40,6,7,4.5,4,5.21,9,54,6.4,84,58,Negative,7,1.6,4,3,High
19654,CSE,1,Male,40,38,5,1,5.5,6,5.64,3,15,9.0,80,61,Positive,0,11.9,5,1,Medium
19655,ECE,1,Male,56,33,1,9,7.8,9,8.47,2,50,0.3,50,71,Neutral,1,8.5,1,2,Medium
19656,CSE,4,Male,56,18,3,1,7.6,3,6.05,8,40,3.2,54,88,Positive,8,3.3,2,5,Medium
19657,ECE,3,Female,57,2,8,3,3.4,8,7.99,6,2,6.8,57,87,Neutral,0,1.0,2,3,Medium
19658,ECE,3,Female,59,5,6,7,5.3,10,8.63,10,27,2.8,61,92,Positive,5,3.3,4,3,Medium
19659,CE,3,Male,51,22,5,1,7.7,9,8.05,10,5,7.8,60,87,Positive,4,3.0,2,4,Low
19660,ME,1,Male,53,40,5,9,8.3,2,8.79,2,40,7.4,69,59,Negative,4,7.4,5,2,High
19661,CE,3,Male,71,9,2,4,6.2,4,7.8,4,33,1.2,40,65,Neutral,0,11.4,3,4,Low
19662,CE,2,Female,60,27,1,4,6.9,9,5.18,3,2,6.1,41,73,Neutral,3,2.5,3,1,Medium
19663,IT,4,Male,41,2,2,2,4.0,1,7.86,3,30,3.9,51,44,Negative,3,1.4,1,5,Medium
19664,CSE,3,Male,78,13,5,8,6.3,4,9.4,0,37,2.3,80,73,Negative,5,3.2,1,3,Medium
19665,IT,1,Female,56,6,9,3,8.2,1,7.78,10,45,2.7,69,78,Neutral,5,0.1,1,3,Low
19666,ECE,2,Male,47,11,9,9,3.7,6,8.39,2,4,4.9,59,59,Neutral,7,1.3,2,5,Medium
19667,ME,4,Male,75,39,8,2,4.6,6,6.39,1,26,9.6,66,70,Negative,8,7.2,3,2,Medium
19668,CE,2,Female,98,8,7,1,6.2,9,9.55,7,38,0.6,77,43,Negative,0,3.1,3,2,Medium
19669,CE,3,Female,76,38,2,4,3.2,1,6.87,6,44,8.5,90,93,Positive,6,11.9,5,4,Medium
19670,CE,2,Male,79,19,8,9,6.1,3,5.88,8,24,2.2,70,42,Negative,7,0.9,4,1,High
19671,EEE,3,Female,42,18,3,7,7.5,3,8.05,8,58,2.5,42,97,Positive,7,1.0,3,2,Medium
19672,IT,1,Male,72,10,7,9,5.5,1,8.94,5,4,7.6,80,77,Positive,0,0.4,3,2,Low
19673,EEE,3,Male,47,14,9,5,5.5,6,7.09,6,57,9.5,96,54,Neutral,5,5.6,4,4,Medium
19674,CSE,2,Male,78,23,8,3,8.8,10,8.51,1,45,5.6,79,43,Positive,0,11.5,5,1,Low
19675,CE,1,Female,40,33,1,7,6.2,6,5.84,9,59,5.9,76,52,Positive,8,3.0,1,2,High
19676,CE,4,Female,99,11,2,5,3.7,1,7.07,4,48,4.8,90,53,Neutral,1,11.9,3,5,Low
19677,IT,1,Male,44,27,2,8,8.9,8,8.52,8,13,2.1,46,45,Neutral,8,8.8,4,2,High
19678,ECE,3,Male,58,24,10,3,3.0,9,5.58,10,31,0.4,91,60,Negative,3,0.8,4,4,High
19679,CE,3,Female,66,27,9,3,4.6,10,5.77,10,5,5.0,88,59,Negative,1,8.6,3,5,High
19680,CSE,3,Female,89,39,4,10,7.4,7,9.54,1,19,3.1,45,62,Neutral,5,11.3,2,2,Low
19681,CE,4,Female,79,5,6,10,6.9,2,7.58,10,52,7.4,55,85,Negative,6,11.8,2,5,Medium
19682,CSE,4,Male,80,19,1,10,6.4,5,9.04,2,10,9.2,47,93,Positive,8,6.4,3,5,Medium
19683,EEE,4,Male,90,40,2,1,7.3,5,5.38,6,58,7.6,50,51,Neutral,1,5.3,2,2,Medium
19684,CE,3,Male,100,23,3,7,3.1,2,5.72,7,49,4.8,72,89,Negative,5,6.6,1,1,High
19685,ME,2,Female,47,13,7,6,3.2,5,5.81,7,36,0.7,91,57,Positive,0,10.7,5,1,High
19686,ME,3,Female,79,16,3,5,3.9,8,8.18,1,9,0.9,92,48,Neutral,4,0.1,5,2,Medium
19687,CSE,2,Female,59,17,6,4,6.7,5,5.08,7,6,1.9,81,81,Positive,0,5.3,3,3,Medium
19688,IT,1,Female,67,5,7,10,5.7,9,9.17,8,29,9.8,48,84,Negative,3,6.0,5,3,High
19689,IT,1,Female,92,18,6,9,6.4,1,6.58,7,15,7.8,63,96,Positive,8,2.5,3,2,Medium
19690,CSE,1,Female,54,0,1,8,8.8,4,9.08,1,32,0.3,85,73,Neutral,7,1.8,2,2,Medium
19691,CE,4,Male,85,22,1,8,6.7,9,8.82,1,21,1.5,73,47,Negative,3,2.1,3,4,Medium
19692,IT,1,Male,95,6,8,5,5.7,1,6.47,6,9,3.0,64,72,Neutral,8,6.8,4,5,Medium
19693,CE,3,Female,76,9,2,8,7.0,5,5.67,3,55,1.8,95,62,Positive,1,4.7,5,2,High
19694,EEE,1,Female,60,37,2,3,6.4,6,8.9,6,12,2.4,41,44,Negative,8,3.6,3,2,High
19695,IT,3,Female,68,11,7,2,3.9,6,8.22,9,16,8.7,66,55,Neutral,7,5.6,4,3,Medium
19696,EEE,2,Female,49,23,10,8,6.4,4,7.29,8,8,7.1,98,67,Negative,2,7.6,5,3,High
19697,IT,4,Male,90,16,5,7,6.6,5,6.16,0,22,8.1,70,64,Neutral,5,7.2,1,5,Low
19698,EEE,3,Male,86,30,8,2,4.1,7,7.25,0,52,7.1,40,68,Neutral,7,0.0,1,3,Low
19699,ECE,4,Male,66,0,2,4,8.0,3,9.1,0,58,5.9,59,66,Positive,7,9.4,1,1,Medium
19700,CSE,4,Female,74,0,5,5,3.7,6,9.41,8,39,3.9,89,53,Negative,0,0.4,1,2,Medium
19701,EEE,2,Male,41,35,2,6,5.3,4,6.88,5,17,1.4,88,52,Positive,4,7.4,5,4,Medium
19702,EEE,1,Female,57,4,10,8,5.8,4,7.69,5,58,6.3,68,97,Positive,3,3.5,1,4,Medium
19703,IT,4,Male,96,11,8,5,3.9,6,9.39,6,5,9.4,92,74,Negative,6,10.5,5,4,Medium
19704,IT,4,Male,44,10,4,8,7.0,10,8.93,0,37,1.8,97,42,Positive,7,0.9,4,2,Medium
19705,CE,3,Male,86,11,4,10,3.0,5,9.54,7,20,3.4,84,53,Neutral,7,8.2,2,3,Medium
19706,CE,4,Female,67,16,7,2,4.6,4,5.19,9,47,9.6,51,55,Negative,1,9.8,1,3,High
19707,CE,3,Female,73,21,4,8,7.2,5,6.67,2,43,6.4,50,89,Neutral,2,7.4,2,3,Low
19708,CSE,4,Male,93,19,9,9,4.5,4,6.91,1,9,0.1,65,58,Positive,2,9.5,5,4,Medium
19709,CSE,1,Male,57,30,2,8,7.3,4,8.16,0,14,0.4,59,41,Neutral,8,2.8,1,1,Medium
19710,EEE,2,Male,91,9,4,7,8.8,4,5.04,1,17,3.4,50,99,Negative,3,4.3,1,1,Medium
19711,CE,2,Female,60,22,9,9,4.6,3,6.3,9,41,5.3,45,65,Positive,1,3.8,1,3,High
19712,ME,2,Male,98,7,10,2,3.4,2,6.47,2,29,1.6,60,80,Neutral,1,9.0,3,4,Low
19713,CE,2,Female,41,40,7,8,8.3,9,6.18,7,4,3.6,62,69,Neutral,2,6.9,5,4,High
19714,ECE,3,Female,87,0,8,6,5.6,9,9.2,10,14,9.2,92,77,Neutral,0,4.7,4,2,Low
19715,CSE,3,Male,80,20,10,3,6.3,3,7.03,10,11,9.4,56,64,Positive,1,7.9,2,1,Low
19716,ME,3,Female,62,17,3,3,6.4,10,5.17,1,45,2.3,93,50,Positive,0,2.1,5,3,Medium
19717,ME,4,Female,40,18,3,1,4.6,5,9.63,1,3,4.4,85,52,Positive,1,10.3,4,2,Medium
19718,ME,3,Male,69,5,6,6,4.8,10,8.08,9,48,2.1,44,100,Negative,8,0.6,2,3,Medium
19719,CSE,4,Female,48,21,6,8,4.0,5,6.88,7,10,6.6,75,69,Negative,1,11.9,2,5,High
19720,CE,3,Female,98,23,10,7,4.9,9,8.38,1,16,7.1,55,97,Negative,7,0.8,3,1,Medium
19721,CSE,4,Male,50,40,6,6,7.7,4,5.32,9,8,5.2,46,93,Positive,8,10.6,2,3,Medium
19722,EEE,3,Male,68,29,1,10,8.4,6,7.19,9,45,3.9,52,99,Neutral,1,3.6,1,2,High
19723,ECE,2,Female,96,22,9,6,5.6,4,8.39,6,38,9.7,41,63,Negative,8,8.0,2,1,Medium
19724,ME,3,Female,49,27,6,4,3.1,10,9.19,10,11,8.5,79,78,Neutral,0,11.3,1,2,Medium
19725,ECE,4,Male,98,6,9,5,5.6,2,9.61,5,17,1.0,47,50,Negative,8,10.2,3,2,Low
19726,CSE,1,Female,68,28,7,1,3.8,7,5.32,6,46,0.1,89,47,Neutral,4,6.1,1,4,Medium
19727,EEE,3,Male,58,2,7,3,5.4,1,9.86,10,54,3.4,54,46,Neutral,6,11.3,2,5,Low
19728,EEE,1,Male,54,5,8,1,8.1,7,8.68,1,54,1.2,75,56,Negative,7,5.7,2,2,Medium
19729,IT,2,Male,40,3,6,9,8.8,6,6.58,10,47,7.2,43,100,Neutral,1,2.1,5,5,Medium
19730,IT,4,Male,49,3,7,7,5.3,1,7.49,6,16,4.2,66,92,Negative,0,5.5,5,2,Medium
19731,EEE,3,Female,84,10,10,8,3.8,4,5.92,5,52,1.7,95,50,Positive,5,5.4,2,3,Medium
19732,CSE,3,Male,84,15,6,7,8.6,5,5.98,10,9,3.1,72,91,Neutral,5,6.3,4,4,Medium
19733,CE,1,Male,60,8,1,6,8.1,5,7.89,7,39,9.1,54,87,Neutral,4,6.0,4,1,Medium
19734,EEE,1,Male,60,23,9,4,7.5,1,8.95,10,10,8.4,79,80,Positive,6,2.5,5,3,Medium
19735,ECE,1,Male,55,24,4,5,7.2,6,8.41,8,38,9.1,89,97,Neutral,4,6.9,5,1,Medium
19736,ME,1,Female,69,34,9,2,7.4,6,9.6,5,9,6.5,96,59,Positive,6,9.5,5,4,Low
19737,ME,1,Male,58,36,8,9,4.4,7,8.31,7,8,7.2,84,76,Negative,8,2.1,3,2,High
19738,EEE,2,Male,58,37,10,4,7.8,2,6.25,5,20,3.0,89,93,Neutral,7,11.0,2,4,Medium
19739,ME,2,Male,64,31,4,5,5.4,5,5.59,9,17,2.1,78,61,Neutral,5,2.2,4,5,Medium
19740,CSE,3,Female,75,13,10,7,4.2,1,8.2,3,45,4.0,63,84,Negative,3,5.1,1,3,Low
19741,ME,3,Male,81,9,9,5,6.8,2,8.92,2,42,4.4,71,90,Positive,2,6.7,4,5,Low
19742,CSE,2,Male,75,31,10,7,6.1,8,8.45,2,57,3.3,98,74,Neutral,0,8.1,2,5,Low
19743,ME,2,Male,86,11,9,7,7.4,8,7.68,2,7,1.3,69,51,Neutral,1,0.4,2,5,Low
19744,ECE,1,Female,92,8,7,9,4.5,1,9.33,10,53,8.4,85,92,Positive,7,0.3,5,1,Medium
19745,CE,1,Female,95,39,9,4,8.5,2,5.39,8,47,9.1,85,64,Neutral,1,2.6,2,4,Low
19746,IT,4,Female,60,40,4,6,6.7,9,7.92,9,30,1.7,65,58,Positive,1,10.2,5,3,Medium
19747,ECE,1,Male,98,38,8,9,7.5,2,7.4,0,19,9.6,72,82,Negative,6,9.8,5,5,Medium
19748,EEE,1,Male,57,19,3,7,6.7,2,5.21,0,15,2.4,82,91,Neutral,4,7.7,2,4,Medium
19749,CSE,4,Female,87,31,1,1,4.3,7,7.09,9,54,9.6,88,80,Neutral,2,7.6,2,5,Medium
19750,IT,3,Male,60,21,8,8,8.2,5,5.66,9,52,4.5,82,65,Positive,6,1.5,4,1,High
19751,CSE,3,Male,97,34,10,4,6.8,10,9.26,4,5,3.6,81,73,Neutral,3,1.6,1,1,Low
19752,IT,4,Male,60,31,5,9,4.9,6,6.52,4,25,6.3,91,82,Neutral,7,10.9,4,2,Medium
19753,CSE,1,Female,96,6,10,8,5.4,10,7.2,0,55,5.5,91,74,Neutral,7,7.2,5,3,Low
19754,ECE,4,Female,94,15,10,7,4.2,4,7.14,7,19,6.1,76,88,Neutral,1,4.8,5,4,Low
19755,IT,2,Female,44,37,1,1,6.6,7,9.53,0,9,2.7,72,48,Positive,6,8.4,5,4,Medium
19756,CE,4,Female,40,33,7,4,5.1,2,9.13,7,51,0.1,66,98,Negative,2,11.9,3,2,Medium
19757,EEE,2,Female,100,28,4,2,8.8,3,5.6,1,31,1.1,40,45,Neutral,0,11.2,1,4,Low
19758,CE,2,Male,56,12,1,8,5.1,10,7.86,7,1,7.2,46,73,Negative,8,5.0,5,4,High
19759,EEE,4,Male,90,0,10,6,8.6,10,8.05,3,8,6.6,49,47,Negative,8,1.4,1,2,Low
19760,ECE,4,Male,81,22,1,5,8.2,6,5.02,6,40,9.0,46,79,Negative,5,12.0,1,4,Medium
19761,CSE,3,Male,97,29,5,5,4.0,10,8.9,3,32,0.5,78,51,Positive,1,4.6,1,5,Low
19762,ECE,1,Male,64,14,7,5,3.1,1,7.5,3,51,2.7,40,55,Neutral,8,5.7,2,4,Low
19763,CE,1,Female,49,37,1,6,4.2,5,9.29,5,1,1.1,84,89,Negative,2,0.4,3,3,Medium
19764,CE,4,Male,82,35,6,4,3.3,4,6.02,0,4,1.0,75,78,Negative,3,8.4,2,3,Medium
19765,IT,1,Male,58,39,9,5,7.0,5,8.92,6,38,6.1,93,88,Positive,8,1.9,3,3,Low
19766,CSE,1,Male,55,5,10,8,5.1,8,6.24,8,54,8.8,70,74,Negative,5,5.9,3,2,High
19767,ME,3,Female,65,19,10,9,5.6,8,5.85,6,53,3.4,91,43,Positive,3,10.0,2,5,Medium
19768,ECE,1,Male,56,26,1,6,7.9,7,9.75,3,54,2.6,73,42,Positive,8,0.9,5,3,Medium
19769,ME,3,Female,90,32,3,2,3.2,7,8.44,1,51,7.8,68,92,Positive,8,9.9,1,2,Medium
19770,ECE,1,Female,87,18,8,5,5.5,10,8.91,8,0,3.9,40,84,Positive,4,6.5,1,1,Low
19771,ECE,3,Female,41,1,6,6,4.9,10,5.24,6,16,7.9,62,48,Negative,4,6.7,5,4,High
19772,CSE,3,Male,68,4,5,3,8.2,2,7.06,7,33,5.2,59,58,Neutral,1,6.0,3,5,Low
19773,EEE,3,Female,53,29,9,5,5.1,4,6.62,0,25,0.6,69,88,Neutral,0,2.1,4,1,Medium
19774,CE,2,Female,80,21,1,10,5.5,4,8.84,6,21,5.1,93,85,Negative,0,8.2,1,1,High
19775,IT,3,Female,99,36,7,5,5.5,8,9.64,3,23,5.5,86,65,Neutral,7,5.3,3,3,Low
19776,ME,1,Female,95,26,6,4,4.7,7,9.53,0,12,6.0,85,51,Negative,1,5.6,4,3,Medium
19777,CE,4,Male,81,28,7,4,6.5,10,9.24,0,40,0.2,90,44,Positive,1,9.0,4,2,Low
19778,EEE,4,Female,77,33,6,4,3.7,6,9.91,3,13,3.0,98,89,Positive,0,11.7,3,4,Low
19779,IT,3,Female,40,5,8,8,7.8,2,8.74,1,36,5.6,75,53,Positive,5,10.5,5,4,Medium
19780,CE,2,Female,98,15,8,5,7.4,1,8.78,2,30,9.3,77,55,Negative,0,0.5,5,3,Low
19781,ECE,3,Male,48,11,9,7,7.5,10,9.25,5,55,9.1,99,98,Neutral,2,9.3,4,4,Low
19782,ME,3,Male,94,7,6,5,5.7,10,5.81,9,54,8.6,61,73,Neutral,8,9.4,3,2,Medium
19783,ECE,2,Female,99,24,4,8,4.2,9,8.89,3,32,5.7,48,89,Positive,8,10.3,5,1,Medium
19784,IT,3,Female,40,29,9,3,8.2,7,7.83,10,13,5.3,91,80,Negative,2,8.3,1,4,Medium
19785,ME,1,Male,96,40,6,7,6.4,6,8.1,8,14,2.3,97,53,Negative,5,5.6,5,4,Medium
19786,ME,3,Male,88,16,9,3,6.5,1,8.95,7,13,4.9,63,90,Negative,6,0.4,5,3,Medium
19787,ECE,3,Male,61,5,4,6,8.2,3,9.05,6,54,6.1,94,41,Neutral,6,4.2,2,5,Low
19788,ECE,2,Female,92,21,1,1,8.2,9,6.77,4,30,1.2,83,43,Neutral,0,10.9,1,5,Low
19789,IT,3,Female,61,38,9,9,3.3,9,8.33,6,30,2.9,56,42,Positive,5,11.8,1,2,Medium
19790,IT,4,Female,98,17,4,7,6.4,8,8.13,5,57,2.8,94,67,Negative,0,9.3,4,2,Medium
19791,EEE,3,Female,61,21,9,5,7.5,5,6.67,4,12,1.3,64,77,Neutral,5,10.7,1,4,Low
19792,IT,4,Female,61,18,4,3,6.1,5,7.19,1,40,4.9,84,56,Neutral,3,6.7,3,2,Low
19793,CSE,4,Female,92,7,10,7,7.8,6,7.48,5,58,9.4,50,47,Positive,1,10.1,5,5,Low
19794,ME,3,Female,66,9,9,5,7.5,6,8.72,2,35,9.8,64,53,Positive,2,7.7,1,5,Low
19795,EEE,1,Male,56,6,6,10,7.4,8,9.86,0,15,8.4,66,51,Neutral,5,1.4,3,1,Medium
19796,CSE,1,Female,99,3,3,9,4.7,7,9.23,3,48,6.4,88,82,Negative,7,1.3,2,3,Medium
19797,ECE,1,Male,64,11,8,2,4.3,2,9.2,3,53,6.2,89,82,Positive,5,5.9,1,2,Medium
19798,ME,4,Female,40,16,6,4,3.2,1,8.35,7,24,9.6,40,44,Neutral,7,1.5,4,2,Medium
19799,ECE,1,Female,66,39,4,8,5.9,7,8.63,4,59,2.6,81,47,Negative,6,1.2,2,2,Medium
19800,EEE,1,Female,88,7,5,6,3.3,8,9.55,10,23,3.8,99,80,Neutral,0,3.6,3,1,Low
19801,ME,1,Female,94,21,4,10,6.8,7,6.11,0,35,2.7,59,90,Negative,8,11.6,3,2,Medium
19802,IT,1,Female,75,36,2,10,3.6,7,5.82,8,38,8.2,59,61,Neutral,7,0.6,3,2,High
19803,ECE,1,Male,70,4,4,9,3.1,10,6.7,8,9,3.0,76,44,Negative,2,7.2,4,5,Medium
19804,EEE,3,Female,79,1,2,3,3.6,8,9.46,1,0,2.1,41,73,Negative,1,6.4,5,4,Medium
19805,CSE,4,Female,98,38,1,10,7.5,10,8.21,0,19,9.4,75,50,Negative,8,6.0,3,5,Medium
19806,CSE,3,Male,73,4,6,3,5.4,10,5.34,0,9,6.5,71,63,Neutral,7,6.0,2,3,Low
19807,CSE,4,Male,63,10,5,1,6.4,1,7.64,8,43,4.8,98,57,Negative,7,7.7,4,5,Medium
19808,CE,1,Male,45,20,10,9,8.2,7,7.81,5,24,4.8,49,87,Positive,4,2.4,2,3,Medium
19809,EEE,2,Female,55,28,5,6,7.9,8,9.09,5,31,2.0,73,41,Positive,5,9.3,2,3,Low
19810,ECE,2,Male,93,7,10,10,8.8,9,7.81,3,28,3.8,45,58,Negative,7,6.0,2,1,Medium
19811,CE,1,Male,60,8,6,2,8.9,4,5.88,10,2,8.5,88,75,Negative,3,10.1,4,1,High
19812,IT,4,Female,59,5,3,4,3.1,1,6.45,1,24,2.3,47,96,Negative,8,9.5,4,4,High
19813,CSE,1,Female,76,33,3,8,3.5,9,7.7,10,12,4.6,84,63,Neutral,2,9.0,1,1,Medium
19814,ME,3,Female,59,17,10,8,3.8,1,6.22,6,7,9.0,84,90,Negative,3,8.3,2,5,High
19815,ME,3,Male,46,10,7,9,4.5,3,8.91,5,34,7.4,84,52,Positive,0,11.4,3,4,Medium
19816,CE,1,Male,95,3,10,6,5.0,7,6.55,0,21,6.4,87,61,Neutral,5,6.6,5,3,Low
19817,CSE,4,Female,88,10,7,9,3.1,9,5.35,9,17,3.7,63,45,Neutral,1,1.4,3,1,Medium
19818,CE,4,Male,95,12,5,10,5.3,8,9.83,4,9,4.8,65,55,Neutral,7,5.7,2,3,Low
19819,EEE,3,Female,78,15,5,2,3.9,9,6.68,10,20,2.5,63,93,Positive,4,5.3,1,3,Low
19820,EEE,1,Female,73,40,3,4,8.1,7,7.24,0,12,1.2,49,91,Neutral,2,4.3,2,4,Low
19821,IT,1,Male,42,18,3,6,4.2,3,7.6,6,15,4.7,86,58,Positive,2,6.6,4,3,Medium
19822,ECE,2,Female,92,2,7,3,4.3,7,5.62,3,23,6.3,94,96,Negative,0,3.2,4,3,Medium
19823,CE,1,Female,54,23,6,4,4.0,2,9.04,2,23,4.9,94,99,Neutral,6,6.1,5,1,Medium
